louse --synonyms-- cad; cootie; knave;
amazing --synonyms-- awesome; fascinating; incredible;
illustration --synonyms-- example; explanation; interpretation;
lamentable --synonyms-- calamitous; deplorable; dire;
sketch --synonyms-- account; blueprint; cartoon;
greek --synonyms-- NO SYNONYMS;
essential --synonyms-- crucial; fundamental; imperative;
luckily --synonyms-- fortuitously; fortunately; by chance;
malice --synonyms-- animosity; animus; antipathy;
hereditary --synonyms-- genetic; inborn; transmitted;
discipline --synonyms-- control; development; education;
anxiety --synonyms-- angst; apprehension; concern;
pill --synonyms-- dose; medicine; tablet;
surprising --synonyms-- amazing; astonishing; extraordinary;
neither --synonyms-- no more; not; not at all;
celebration --synonyms-- anniversary; bash; birthday;
tent --synonyms-- canvas; pavilion; hogan;
september --synonyms-- NO SYNONYMS;
happiness --synonyms-- bliss; contentment; delight;
rotten --synonyms-- corrupt; disgusting; moldy;
shower --synonyms-- deluge; downpour; drizzle;
yellow --synonyms-- chicken; craven; sneaking;
test-tube --synonyms-- artificial insemination; outside the womb; artificial insemination;
concerning --synonyms-- regarding; respecting; touching;
love --synonyms-- affection; appreciation; devotion;
skating --synonyms-- glide; glissade; skim;
old --synonyms-- aged; ancient; decrepit;
inseparable --synonyms-- indivisible; integral; as one;
prosecute --synonyms-- arraign; indict; litigate;
combine --synonyms-- associate; blend; couple;
time --synonyms-- age; date; day;
sloppy --synonyms-- awkward; careless; clumsy;
arriving --synonyms-- advent; appearance; influx;
sickly --synonyms-- ailing; cranky; feeble;
petition --synonyms-- application; prayer; request;
yelp --synonyms-- hoot; bark; howl;
ineffective --synonyms-- feeble; fruitless; futile;
massacre --synonyms-- assassination; bloodbath; bloodshed;
relinquish --synonyms-- abandon; abdicate; cede;
mutilate --synonyms-- amputate; butcher; damage;
restroom --synonyms-- bathroom; lavatory; sauna;
persevere --synonyms-- endure; hold on; keep going;
sympathize --synonyms-- commiserate; comprehend; ache;
omnipotent --synonyms-- almighty; divine; godlike;
severely --synonyms-- acutely; badly; critically;
predatory --synonyms-- greedy; marauding; rapacious;
hawk --synonyms-- belligerent; chauvinist; jingo;
lucent --synonyms-- ablaze; aglow; alight;
backup --synonyms-- substitute; accompaniment; alternate;
fax --synonyms-- copy; transmission; duplicate;
laundry --synonyms-- washing; wash; ablution;
overtime --synonyms-- extra; added; supplementary;
prisoner --synonyms-- captive; convict; detainee;
bulldog --synonyms-- community; daily; journal;
palace --synonyms-- dwelling; hall; mansion;
pardon --synonyms-- absolution; allowance; amnesty;
something --synonyms-- object; thing; article;
injury --synonyms-- abuse; bruise; burn;
grateful --synonyms-- beholden; indebted; pleased;
enjoy --synonyms-- appreciate; like; love;
plug --synonyms-- bung; connection; cork;
deep --synonyms-- broad; buried; deep-seated;
alphabet --synonyms-- ABCs; characters; elements;
bring --synonyms-- bear; carry; deliver;
hunger --synonyms-- craving; desire; famine;
duck --synonyms-- bend; bow; crouch;
bone --synonyms-- cartilage; bony process; ossein;
sophomore --synonyms-- inexperienced; crude; green;
offer --synonyms-- action; attempt; bid;
bear --synonyms-- carry; deliver; take;
clam --synonyms-- mollusk; cherrystone; littleneck;
smother --synonyms-- choke; douse; envelop;
twit --synonyms-- banter; caricature; cartoon;
probability --synonyms-- anticipation; chance; contingency;
loo --synonyms-- bathroom; comfort station; girls' room;
expulsion --synonyms-- banishment; discharge; displacement;
token --synonyms-- badge; expression; manifestation;
reluctant --synonyms-- afraid; averse; cautious;
rapacity --synonyms-- stealing; theft; thievery;
whet --synonyms-- hone; sharpen; edge;
audacity --synonyms-- boldness; courage; guts;
icy --synonyms-- chilly; cold; freezing;
loom --synonyms-- brew; come on; dominate;
deference --synonyms-- yielding; acquiescence; capitulation;
languid --synonyms-- lackadaisical; laid-back; languorous;
lacquer --synonyms-- glaze; varnish; covering;
chained --synonyms-- confined; bound; fettered;
moisture --synonyms-- fog; humidity; mist;
adverse --synonyms-- conflicting; detrimental; disadvantageous;
interval --synonyms-- hiatus; intermission; interruption;
luckless --synonyms-- unlucky; doomed; hapless;
scissors --synonyms-- clippers; shears; trimmer;
harmful --synonyms-- adverse; bad; catastrophic;
faraway --synonyms-- distant; far-flung; far-off;
quid --synonyms-- bolus; chew; food;
kneel --synonyms-- bow; curtsey; genuflect;
destructive --synonyms-- calamitous; cataclysmic; catastrophic;
imaginary --synonyms-- abstract; fanciful; fantastic;
righteous --synonyms-- conscientious; ethical; honorable;
constant --synonyms-- consistent; continual; nonstop;
cruel --synonyms-- atrocious; barbarous; bitter;
shy --synonyms-- afraid; apprehensive; bashful;
cookie --synonyms-- biscuit; wafer; confection;
effective --synonyms-- active; adequate; compelling;
economic --synonyms-- budgetary; commercial; fiscal;
borrow --synonyms-- acquire; hire; obtain;
luck --synonyms-- advantage; blessing; break;
further --synonyms-- farther; more; added;
devil --synonyms-- adversary; Beelzebub; dastard;
large --synonyms-- broad; considerable; enormous;
crockery --synonyms-- ceramics; porcelain; pottery;
capital --synonyms-- central; basic; cardinal;
gnat --synonyms-- ant; beetle; flea;
long --synonyms-- deep; great; high;
babysitting --synonyms-- day care; governance; babyminding;
crucial --synonyms-- central; compelling; deciding;
evict --synonyms-- chase; dislodge; dismiss;
adding --synonyms-- accretion; computing; counting;
crib --synonyms-- bunk; cot; rack;
heartless --synonyms-- brutal; callous; cold-blooded;
parlour --synonyms-- drawing room; parlor; salon;
rudder --synonyms-- counselor; mentor; model;
vaccine --synonyms-- antibiotic; antibody; antiseptic;
clipper --synonyms-- boat; sailboat; ship;
nutmeg --synonyms-- cantaloupe; gourd; papaya;
plump --synonyms-- chunky; fleshy; pudgy;
evacuate --synonyms-- abandon; depart; desert;
forensic --synonyms-- argumentative; debatable; dialectic;
lawn --synonyms-- backyard; garden; grass;
ridicule --synonyms-- caricature; contempt; derision;
midget --synonyms-- NO SYNONYMS;
imperative --synonyms-- compulsory; critical; crucial;
veto --synonyms-- ban; denial; embargo;
courthouse --synonyms-- bench; courtroom; tribunal;
middle-aged --synonyms-- NO SYNONYMS;
knight --synonyms-- banneret; cavalier; champion;
shade --synonyms-- shadow; adumbration; blackness;
relieve --synonyms-- allay; alleviate; assuage;
policy --synonyms-- action; administration; approach;
divine --synonyms-- angelic; celestial; eternal;
social --synonyms-- civil; communal; collective;
permit --synonyms-- allowance; charter; concession;
november --synonyms-- NO SYNONYMS;
yours --synonyms-- mine; his; hers;
vampire --synonyms-- extortioner; freeloader; leech;
doll --synonyms-- figurine; model; puppet;
threat --synonyms-- blackmail; hazard; intimidation;
gills --synonyms-- appearance; demeanor; mien;
web --synonyms-- net; network; screen;
character --synonyms-- aspect; cast; humor;
trick --synonyms-- conspiracy; deception; device;
sound --synonyms-- flawless; intact; robust;
vile --synonyms-- appalling; contemptible; depraved;
handcuff --synonyms-- irons; shackle; band;
diversion --synonyms-- aberration; departure; detour;
concentration --synonyms-- absorption; combination; consolidation;
crave --synonyms-- covet; cry out for; fancy;
bluster --synonyms-- braggadocio; bravado; swagger;
periodic --synonyms-- annual; intermittent; monthly;
benign --synonyms-- benevolent; favorable; friendly;
articulate --synonyms-- coherent; eloquent; expressive;
jut --synonyms-- beetle; bulge; elongate;
hamster --synonyms-- NO SYNONYMS;
acre --synonyms-- acreage; estate; plot;
sulk --synonyms-- brood; mope; frown;
struck --synonyms-- battered; hurt; pounded;
mishandle --synonyms-- botch; bungle; err;
wheat --synonyms-- cereal; grass; durum;
onto --synonyms-- adjacent; against; in contact with;
flavour --synonyms-- NO SYNONYMS;
independence --synonyms-- ability; autonomy; self-determination;
alliance --synonyms-- accord; affiliation; affinity;
click --synonyms-- bang; beat; clack;
monster --synonyms-- beast; behemoth; freak;
twelve --synonyms-- duodecimal; twelfth; duodenary;
wise --synonyms-- astute; aware; careful;
addition --synonyms-- extension; inclusion; accession;
music --synonyms-- melody; opera; piece;
cloud --synonyms-- darkness; fog; gloom;
autograph --synonyms-- endorsement; handwriting; inscription;
launch --synonyms-- barrage; blast off; bombard;
miscalculate --synonyms-- err; misconstrue; misinterpret;
digestion --synonyms-- absorption; metabolism; assimilation;
acquire --synonyms-- achieve; amass; bring in;
marshal --synonyms-- assemble; mobilize; align;
rethink --synonyms-- amend; reassess; reevaluate;
forfeit --synonyms-- cost; damages; fine;
zenith --synonyms-- acme; altitude; apex;
bulging --synonyms-- convex; gibbous; protuberant;
resound --synonyms-- echo; reverberate; vibrate;
separately --synonyms-- independently; personally; solely;
owing --synonyms-- mature; matured; owed;
extract --synonyms-- excerpt; juice; quotation;
perjury --synonyms-- deception; dishonesty; falsehood;
feud --synonyms-- altercation; bad blood; bickering;
fib --synonyms-- canard; crock; equivocation;
quarterback --synonyms-- aide; attorney; authority;
onefold --synonyms-- NO SYNONYMS;
melodramatic --synonyms-- theatrical; artificial; blood-and-thunder;
hyphen --synonyms-- elbow; seam; abutment;
laptop --synonyms-- abacus; analog; brain;
thesaurus --synonyms-- reference book; glossary; lexicon;
devastated --synonyms-- broken; demolished; lost;
majority --synonyms-- bulk; mass; max;
smack --synonyms-- bang; squarely; plumb;
aim --synonyms-- ambition; aspiration; desire;
tend --synonyms-- bear; contribute; favor;
departure --synonyms-- escape; evacuation; exit;
normally --synonyms-- commonly; ordinarily; regularly;
youngster --synonyms-- child; boy; girl;
request --synonyms-- appeal; application; call;
nearby --synonyms-- adjacent; neighboring; close;
shoe --synonyms-- boot; cleat; cowboy boot;
chocolate --synonyms-- amber; bay; beige;
pain --synonyms-- ache; agony; burn;
olive --synonyms-- blue-green; apple; aquamarine;
laugh --synonyms-- chuckle; giggle; grin;
port --synonyms-- harbor; seaport; wharf;
deter --synonyms-- avert; block; dampen;
savour --synonyms-- NO SYNONYMS;
partridge --synonyms-- curlew; grouse; pheasant;
slob --synonyms-- boor; lout; slattern;
judicial --synonyms-- juridical; administrative; authoritative;
eater --synonyms-- diner; epicure; bon vivant;
obscene --synonyms-- bawdy; coarse; crude;
sparkling --synonyms-- bright; brilliant; gleaming;
snag --synonyms-- barrier; bug; crunch;
malt --synonyms-- brew; suds; beer;
apocalypse --synonyms-- annihilation; cataclysm; catastrophe;
hosiery --synonyms-- sock; tights; tube;
cuddle --synonyms-- caress; clasp; curl up;
gurgle --synonyms-- babble; bubble; crow;
palpate --synonyms-- abut; adjoin; border;
flurry --synonyms-- furor; outbreak; spurt;
luminous --synonyms-- brilliant; incandescent; lucid;
isolation --synonyms-- confinement; desolation; remoteness;
meatloaf --synonyms-- NO SYNONYMS;
recycle --synonyms-- convert; reclaim; recover;
fare --synonyms-- expense; price; tariff;
revelation --synonyms-- announcement; discovery; epiphany;
shield --synonyms-- armor; buffer; bulwark;
pike --synonyms-- drive; expressway; freeway;
balloon --synonyms-- blimp; airship; bladder;
open-minded --synonyms-- approachable; impartial; observant;
humidity --synonyms-- evaporation; moisture; clamminess;
gambling --synonyms-- action; gaming; speculation;
vicious --synonyms-- atrocious; barbarous; cruel;
phony --synonyms-- bogus; counterfeit; forged;
presence --synonyms-- existence; being; companionship;
graceful --synonyms-- balletic; beautiful; decorative;
routine --synonyms-- conventional; everyday; normal;
crawl --synonyms-- clamber; creep; drag;
soul --synonyms-- conscience; courage; ego;
persuade --synonyms-- advise; assure; cajole;
extremely --synonyms-- acutely; awfully; exceedingly;
sister --synonyms-- relative; twin; kin;
salary --synonyms-- earnings; fee; income;
for --synonyms-- as; as long as; because;
object --synonyms-- article; body; commodity;
plumbing --synonyms-- housewares; accouterments; appliances;
general --synonyms-- accustomed; broad; commonplace;
deport --synonyms-- dismiss; displace; exile;
acknowledge --synonyms-- accept; agree; defend;
closure --synonyms-- closing; stoppage; termination;
party --synonyms-- celebration; dinner; affair;
republican --synonyms-- congressperson; lawmaker; leader;
porcelain --synonyms-- ceramic; ceramics; enamel;
briefing --synonyms-- conference; discussion; information;
butler --synonyms-- man; manservant; steward;
submerge --synonyms-- deluge; douse; drench;
ruse --synonyms-- feint; game plan; gimmick;
cognizance --synonyms-- attention; bearing; cognition;
adroit --synonyms-- adept; artful; deft;
follower --synonyms-- adherent; admirer; advocate;
shun --synonyms-- despise; disdain; eschew;
respirator --synonyms-- inhalator; iron lung; inhalator;
shortcut --synonyms-- alternative; alternate route; timesaver;
advisedly --synonyms-- deliberately; intentionally; carefully;
plead --synonyms-- appeal; ask; petition;
burglar --synonyms-- crook; robber; thief;
hibernate --synonyms-- hole up; hide; immure;
existence --synonyms-- continuation; presence; reality;
dedicated --synonyms-- committed; devoted; enthusiastic;
beefy --synonyms-- burly; hulking; muscular;
visitation --synonyms-- call; visiting; appearance;
overlive --synonyms-- NO SYNONYMS;
council --synonyms-- assembly; board; body;
owner --synonyms-- holder; landowner; partner;
county --synonyms-- canton; constituency; division;
shirt --synonyms-- blouse; jersey; pullover;
maybe --synonyms-- perchance; perhaps; as it may be;
strict --synonyms-- draconian; exacting; harsh;
tomorrow --synonyms-- afterward; again; directly;
hire --synonyms-- appoint; bring in; draft;
cast --synonyms-- casting; ejection; expulsion;
